Date,Open,High,Low,Close,Adj Close,Volume
2004-03-12,37.41,37.549999,35.985001000000004,36.685001,18.560225,3105850.0
2004-03-15,37.349998,37.349998,36.025002,36.169998,18.299669,2148750.0
2004-03-16,35.369999,36.439999,34.650002,35.935001,18.180773000000002,3139840.0
2004-03-17,35.799999,36.5,35.134997999999996,35.93,18.178242,2231590.0
2004-03-18,35.900002,36.099998,34.799999,35.535,17.978403,1508680.0
2004-03-19,35.099998,35.799999,35.025002,35.375,17.897448999999998,1873370.0
2004-03-22,35.775002,35.775002,33.514998999999996,33.884997999999996,17.143604,1968480.0
2004-03-23,33.875,34.75,33.599998,34.5,17.454754,1833440.0
2004-03-24,34.994999,36.98,34.209998999999996,35.764998999999996,18.094765,1613800.0
2004-03-25,36.0,36.490002000000004,35.75,36.290001000000004,18.36038,2351290.0
2004-03-26,36.400002,37.810001,36.205002,37.41,18.927027,2113300.0
2004-03-29,37.700001,37.98,37.005001,37.805,19.126869,1634710.0
2004-03-30,37.599998,37.700001,36.275002,36.915001000000004,18.67659,2111730.0
2004-03-31,37.349998,38.189999,36.549999,37.875,19.162285,2877900.0
2004-04-01,38.240002000000004,38.599998,36.799999,38.435001,19.445614000000003,3735800.0
2004-04-02,38.700001,39.200001,38.314999,38.889998999999996,19.675806,2289410.0
2004-04-05,39.110001000000004,40.0,38.150002,38.669998,19.564505,3485000.0
2004-04-06,39.240002000000004,39.314999,38.009997999999996,38.209998999999996,19.331774,1560700.0
2004-04-07,38.5,38.674999,38.0,38.075001,19.263474,800870.0
2004-04-08,37.799999,39.139998999999996,37.595001,38.049999,19.250823999999998,2888270.0
2004-04-12,38.369999,38.369999,37.205002,37.540001000000004,18.9928,1238060.0
2004-04-13,37.669998,38.400002,37.52,38.255001,19.354542000000002,1539480.0
2004-04-15,38.5,38.599998,37.799999,38.099998,19.276121,2232240.0
2004-04-16,38.389998999999996,38.985001000000004,37.705002,37.849998,19.149635,1685640.0
2004-04-19,37.994999,38.080002,37.435001,37.834998999999996,19.142048000000003,2619180.0
2004-04-20,37.799999,38.075001,37.375,37.48,18.962444,1858040.0
2004-04-21,37.700001,37.700001,37.115002000000004,37.294998,18.868845,4414060.0
2004-04-22,37.5,37.900002,37.025002,37.514998999999996,18.980148,3392040.0
2004-04-23,37.889998999999996,38.474998,37.349998,37.985001000000004,19.217937,3049640.0
2004-04-27,37.514998999999996,38.485001000000004,37.009997999999996,38.080002,19.266006,3092710.0
2004-04-28,38.200001,38.5,37.599998,37.985001000000004,19.217937,1925590.0
2004-04-29,38.0,38.5,37.099998,38.16,19.306476999999997,2065980.0
2004-04-30,38.200001,38.290001000000004,37.549999,37.805,19.126869,1177950.0
2004-05-03,37.5,37.945,37.305,37.775002,19.111692,966450.0
2004-05-04,37.985001000000004,38.5,37.514998999999996,37.639998999999996,19.04339,1093670.0
2004-05-05,37.849998,39.5,37.700001,38.25,19.352013,3225680.0
2004-05-06,38.400002,39.299999,38.110001000000004,38.285,21.320623,2715640.0
2004-05-07,38.299999,38.5,37.0,37.540001000000004,20.905741,1581760.0
2004-05-10,36.814999,38.799999,36.810001,38.18,21.262156,1270830.0
2004-05-11,37.41,37.575001,37.0,37.195,20.713614,2034810.0
2004-05-12,37.099998,37.48,35.310001,36.744999,20.463013,2814420.0
2004-05-13,36.5,37.990002000000004,35.110001000000004,36.889998999999996,20.54376,2546280.0
2004-05-14,36.450001,37.200001,33.5,35.264998999999996,19.638813,3872230.0
2004-05-17,35.0,35.0,25.615,27.985001,15.584635,2610730.0
2004-05-18,28.0,36.0,27.504998999999998,35.209998999999996,19.608183,5613240.0
2004-05-19,35.5,36.990002000000004,34.119999,35.314999,19.666655,2476020.0
2004-05-20,35.5,36.0,34.5,35.439999,19.736265,2281360.0
2004-05-21,34.529999,36.400002,33.895,36.23,20.176212,1734860.0
2004-05-24,36.105,37.18,36.099998,36.889998999999996,20.54376,1195540.0
2004-05-25,36.305,37.035,36.200001,36.93,20.566035999999997,1554950.0
2004-05-26,37.445,37.98,36.700001,36.919998,20.560467000000003,1877400.0
2004-05-27,36.215,37.900002,36.095001,37.400002,20.827779999999997,3141350.0
2004-05-28,37.105,37.794998,36.514998999999996,36.889998999999996,20.54376,2759970.0
2004-05-31,36.325001,36.599998,34.805,35.125,19.560843,3324140.0
2004-06-01,35.599998,35.900002,34.799999,35.145,19.571983,2645700.0
2004-06-02,35.400002,36.0,35.0,35.685001,19.872707000000002,1861010.0
2004-06-03,36.0,36.16,34.915001000000004,35.084998999999996,19.538567999999998,1903140.0
2004-06-04,35.0,35.799999,34.599998,35.595001,19.822588,1351180.0
2004-06-07,36.0,36.889998999999996,35.605,35.924999,20.006361,5001720.0
2004-06-08,36.195,36.799999,36.02,36.445,20.295944,1620610.0
2004-06-09,36.395,37.200001,36.209998999999996,37.029999,20.621727,1221340.0
2004-06-10,37.0,39.200001,37.0,37.900002,21.106222,6899450.0
2004-06-11,37.950001,38.485001000000004,35.715,36.0,20.048126,2918060.0
2004-06-14,36.200001,36.700001,35.525002,36.075001,20.089895000000002,4321370.0
2004-06-15,36.299999,36.799999,35.825001,36.52,20.337711,2983050.0
2004-06-16,36.875,37.099998,36.599998,36.865002000000004,20.529839000000003,2259150.0
2004-06-17,36.810001,37.59,36.720001,37.505001,20.886251,2428770.0
2004-06-18,37.700001,37.799999,37.125,37.490002000000004,20.877897,1606640.0
2004-06-21,37.5,38.0,37.299999,37.764998999999996,21.031038,1238320.0
2004-06-22,37.525002,37.974998,37.205002,37.580002,20.928017,2066160.0
2004-06-23,37.865002000000004,37.994999,36.200001,36.494999,20.323792,2808510.0
2004-06-24,36.93,39.09,36.0,38.134997999999996,21.237092999999998,3581000.0
2004-06-25,37.505001,37.880001,35.75,36.740002000000004,20.460228,5846690.0
2004-06-28,36.700001,37.099998,35.950001,36.845001,20.518701999999998,2825650.0
2004-06-29,36.900002,37.174999,36.599998,36.955002,20.579962,2200540.0
2004-06-30,37.0,37.049999,36.5,36.970001,20.588314,1477580.0
2004-07-01,37.0,37.404999,36.720001,37.16,20.694124,1615080.0
2004-07-02,36.994999,36.994999,36.224998,36.450001,20.298729,2077180.0
2004-07-05,35.0,36.200001,34.110001000000004,36.154999,20.134443,5538590.0
2004-07-06,36.0,36.799999,35.599998,36.689999,20.432384,2900680.0
2004-07-07,36.400002,37.200001,36.400002,37.029999,20.621727,2483910.0
2004-07-08,36.615002000000004,37.445,36.0,36.424999,20.284803,3056730.0
2004-07-09,35.900002,37.195,35.665001000000004,36.875,20.535408,2792590.0
2004-07-12,37.0,37.290001000000004,36.5,36.830002,20.510345,1984440.0
2004-07-13,37.0,37.0,36.0,36.529999,20.343279000000003,1422670.0
2004-07-14,36.900002,37.290001000000004,36.345001,36.494999,20.323792,2579530.0
2004-07-15,36.799999,37.0,36.415001000000004,36.494999,20.323792,1165170.0
2004-07-16,36.599998,36.790001000000004,35.985001000000004,36.610001000000004,20.387831,1314910.0
2004-07-19,36.889998999999996,36.985001000000004,36.5,36.630001,20.398972,1091080.0
2004-07-20,36.599998,37.099998,36.255001,37.005001,20.607801000000002,1499600.0
2004-07-21,37.150002,37.5,36.700001,37.02,20.616158,3870840.0
2004-07-22,37.459998999999996,37.490002000000004,36.799999,36.950001,20.577177,2790700.0
2004-07-23,36.849998,37.099998,36.450001,36.959998999999996,20.582745000000003,1619370.0
2004-07-26,36.900002,37.599998,36.5,37.455002,20.85841,2681380.0
2004-07-27,37.200001,37.595001,36.700001,37.375,20.813852,5579680.0
2004-07-28,37.400002,37.400002,36.805,37.209998999999996,20.721968,2709200.0
2004-07-29,37.099998,37.950001,36.91,37.575001,20.925235999999998,3300850.0
2004-07-30,37.599998,37.700001,37.049999,37.52,20.894602,2611440.0
2004-08-02,37.5,37.5,37.005001,37.189999,20.710825,1122990.0
2004-08-03,37.189999,37.200001,36.349998,36.5,20.326570999999998,3579370.0
2004-08-04,36.5,36.875,36.009997999999996,36.514998999999996,20.33493,1223400.0
2004-08-05,36.595001,37.494999,36.525002,37.195,20.713614,1315230.0
2004-08-06,36.810001,37.0,36.099998,36.759997999999996,20.471365,1337380.0
2004-08-09,36.799999,37.169998,36.5,36.970001,20.588314,898980.0
2004-08-10,37.049999,37.549999,36.985001000000004,37.41,20.833345,1948970.0
2004-08-11,37.105,37.650002,36.810001,37.439999,20.850051999999998,2252070.0
2004-08-12,37.130001,37.389998999999996,36.830002,37.080002,20.649572,843760.0
2004-08-13,37.099998,37.189999,36.305,36.5,20.326570999999998,732310.0
2004-08-16,36.349998,36.535,36.060001,36.195,20.156723,857150.0
2004-08-17,36.68,36.98,36.105,36.365002000000004,20.251394,7318960.0
2004-08-18,36.400002,36.5,36.0,36.150002,20.131662,2082250.0
2004-08-19,36.900002,36.900002,36.0,36.130001,20.120522,4262170.0
2004-08-20,36.130001,36.349998,35.615002000000004,35.689999,19.87549,579090.0
2004-08-23,36.099998,36.599998,35.310001,36.419998,20.282021,873800.0
2004-08-24,36.5,37.645,36.215,37.474998,20.869541,1284600.0
2004-08-25,37.490002000000004,37.700001,37.105,37.474998,20.869541,1212030.0
2004-08-26,37.490002000000004,38.189999,37.209998999999996,37.945,21.131285000000002,2649920.0
2004-08-27,37.889998999999996,37.945,36.900002,36.950001,20.577177,735030.0
2004-08-30,37.0,37.384997999999996,36.799999,37.125,20.674629,582610.0
2004-08-31,36.799999,37.0,36.555,36.764998999999996,20.474152,1315590.0
2004-09-01,36.799999,37.025002,36.619999,36.855,20.524273,1061830.0
2004-09-02,36.724998,37.380001,36.720001,37.09,20.655138,705700.0
2004-09-03,37.150002,37.264998999999996,36.805,37.02,20.616158,1086940.0
2004-09-06,37.099998,37.799999,36.924999,37.715,21.003197,1438940.0
2004-09-07,37.98,38.5,37.560001,38.18,21.262156,3505010.0
2004-09-08,38.209998999999996,40.035,37.200001,39.404999,21.944345000000002,15073640.0
2004-09-09,39.900002,40.34,37.849998,38.189999,21.267720999999998,16423720.0
2004-09-10,38.299999,39.470001,38.224998,38.959998999999996,21.696526000000002,8138220.0
2004-09-13,38.5,39.5,38.400002,38.84,21.6297,3984790.0
2004-09-14,38.990002000000004,39.5,38.5,39.130001,21.791199,3330710.0
2004-09-15,39.34,40.07,39.205002,39.514998999999996,22.005606,7919560.0
2004-09-16,39.790001000000004,39.950001,39.465,39.544998,22.02231,3057140.0
2004-09-17,39.299999,40.68,39.299999,40.290001000000004,22.437193,6213920.0
2004-09-20,40.299999,41.0,39.540001000000004,40.505001,22.556932,6422750.0
2004-09-21,41.474998,41.474998,40.150002,40.619999,22.62097,4864740.0
2004-09-22,40.889998999999996,41.384997999999996,40.400002,41.220001,22.955107,8902480.0
2004-09-23,41.200001,41.669998,40.82,41.040001000000004,22.854866,5403210.0
2004-09-24,40.799999,41.244999,40.154999,40.465,22.534653,6757340.0
2004-09-27,40.5,40.599998,39.470001,39.845001,22.189381,7345740.0
2004-09-28,40.005001,40.889998999999996,40.005001,40.509997999999996,22.559707999999997,7246110.0
2004-09-29,39.625,41.0,39.625,40.41,22.504020999999998,4756170.0
2004-09-30,40.799999,40.84,40.0,40.200001,22.387079,3812440.0
2004-10-01,40.98,41.419998,40.529999,41.075001,22.874353,6751800.0
2004-10-04,41.59,41.880001,41.130001,41.610001000000004,23.172295000000002,5174650.0
2004-10-05,41.700001,41.869999,41.380001,41.625,23.180649,3507710.0
2004-10-06,41.790001000000004,41.805,41.099998,41.209998999999996,22.949535,2211150.0
2004-10-07,41.695,41.695,40.549999,41.014998999999996,22.840946,1437410.0
2004-10-08,41.200001,41.200001,40.75,40.974998,22.818668,2125530.0
2004-10-11,40.799999,41.185001,40.700001,40.889998999999996,22.771326000000002,1144770.0
2004-10-12,40.849998,40.889998999999996,40.115002000000004,40.330002,22.459471,910450.0
2004-10-14,40.445,40.474998,39.615002000000004,40.029999,22.292402,1573840.0
2004-10-15,40.700001,40.790001000000004,40.139998999999996,40.619999,22.62097,2399120.0
2004-10-18,40.98,41.084998999999996,40.610001000000004,40.895,22.774113,1970570.0
2004-10-19,40.900002,41.685001,40.860001000000004,41.470001,23.094332,4022360.0
2004-10-20,41.490002000000004,41.639998999999996,40.900002,41.09,22.88271,1949310.0
2004-10-21,41.189999,41.189999,40.025002,40.369999,22.481745,2820280.0
2004-10-25,40.75,41.200001,40.52,40.974998,22.818668,3238040.0
2004-10-26,40.700001,41.224998,40.365002000000004,40.900002,22.776901000000002,1458970.0
2004-10-27,41.290001000000004,42.299999,41.0,41.73,23.239117,4148340.0
2004-10-28,42.23,42.5,41.365002000000004,41.595001,23.163944,4380460.0
2004-10-29,41.105,41.77,41.105,41.509997999999996,23.116602,2521220.0
2004-11-01,42.299999,42.299999,41.619999,42.150002,23.473017000000002,5515780.0
2004-11-02,41.900002,42.290001000000004,41.549999,42.075001,23.43125,2755500.0
2004-11-03,42.125,42.950001,42.125,42.794998,23.832210999999997,4186150.0
2004-11-04,43.400002,43.400002,42.424999,42.505001,23.670717,1834920.0
2004-11-05,42.950001,43.580002,42.689999,43.255001,24.088381,2471720.0
2004-11-08,43.700001,45.395,43.404999,45.215,25.17989,6675380.0
2004-11-09,45.509997999999996,46.099998,44.799999,45.720001,25.461123,3828210.0
2004-11-10,45.93,47.700001,45.93,47.34,26.363284999999998,5799340.0
2004-11-11,47.130001,47.494999,46.525002,46.779999,26.051428,2549730.0
2004-11-12,47.200001,47.375,46.615002000000004,46.794998,26.05978,335930.0
2004-11-16,47.0,48.889998999999996,46.849998,48.404999,26.956377000000003,5482870.0
2004-11-17,48.5,48.695,48.125,48.27,26.881199,4454830.0
2004-11-18,48.5,48.599998,47.400002,47.814999,26.627810999999998,5061750.0
2004-11-19,48.150002,49.200001,47.919998,48.285,26.889551,5839780.0
2004-11-22,48.485001000000004,48.595001,47.035,48.32,26.909042,5222000.0
2004-11-23,48.599998,48.799999,48.099998,48.73,27.137366999999998,1806510.0
2004-11-24,48.700001,48.700001,48.130001,48.360001000000004,26.931318,1834910.0
2004-11-25,48.799999,50.200001,48.404999,49.91,27.794497999999997,4319670.0
2004-11-29,48.625,50.439999,42.919998,49.889998999999996,27.783361,2695870.0
2004-11-30,50.200001,50.299999,49.5,49.669998,27.660843,3079190.0
2004-12-01,49.91,50.200001,48.165001000000004,48.404999,26.956377000000003,4679460.0
2004-12-02,49.48,49.5,48.5,48.84,27.198626,5642400.0
2004-12-03,49.0,49.5,47.720001,48.275002,26.883979999999998,5830630.0
2004-12-06,48.275002,49.095001,47.5,47.66,26.541490999999997,5796070.0
2004-12-07,47.900002,48.384997999999996,47.900002,48.099998,26.786521999999998,5271680.0
2004-12-08,49.195,49.195,46.91,47.139998999999996,26.251909,2017120.0
2004-12-09,47.98,48.0,47.5,47.709998999999996,26.569334,3331040.0
2004-12-10,47.5,47.5,46.450001,46.689999,26.001307,4702920.0
2004-12-13,47.0,47.66,46.900002,47.325001,26.354931,9780390.0
2004-12-14,47.595001,47.875,47.400002,47.514998999999996,26.460739,3387820.0
2004-12-15,47.549999,48.0,47.200001,47.415001000000004,26.405053999999996,3448100.0
2004-12-16,47.75,48.685001,47.75,48.18,26.831078,4374890.0
2004-12-17,48.599998,48.759997999999996,47.555,48.174999,26.828293,2825060.0
2004-12-20,48.299999,49.5,48.299999,49.244999,27.424167999999998,3818170.0
2004-12-21,49.5,49.700001,49.055,49.619999,27.632998999999998,4792920.0
2004-12-22,49.799999,52.0,48.700001,49.32,27.465931,4457640.0
2004-12-23,49.990002000000004,50.0,48.799999,49.41,27.516058,2829850.0
2004-12-24,50.0,50.5,49.700001,50.244999,27.981061999999998,2825330.0
2004-12-27,50.5,50.700001,49.724998,50.490002000000004,28.117496000000003,1588660.0
2004-12-28,50.5,52.0,50.5,51.869999,28.886013000000002,2533890.0
2004-12-29,52.009997999999996,52.400002,51.014998999999996,51.509997999999996,28.685534000000004,1523230.0
2004-12-30,51.514998999999996,52.994999,51.105,52.424999,29.195084,1996390.0
2004-12-31,52.099998,52.514998999999996,51.709998999999996,52.035,28.977891999999997,1081150.0
2005-01-03,51.605,52.779999,51.605,52.525002,29.250771999999998,1295580.0
2005-01-04,52.505001,53.099998,50.5,51.945,28.927773,2238060.0
2005-01-05,52.0,52.0,48.700001,50.005001,27.847403999999997,3987870.0
2005-01-06,50.005001,50.98,47.900002,48.514998999999996,27.017633,4829510.0
2005-01-07,48.799999,49.375,48.450001,49.025002,27.301655,2649000.0
2005-01-10,50.0,50.799999,48.525002,48.974998,27.273802000000003,6612870.0
2005-01-11,49.0,49.174999,48.0,48.34,26.920178999999997,2391110.0
2005-01-12,48.34,48.689999,47.509997999999996,48.095001,26.783741,1418790.0
2005-01-13,48.0,50.799999,48.0,49.889998999999996,27.783361,5395920.0
2005-01-14,49.900002,52.200001,49.224998,51.494999,28.677172,7951920.0
2005-01-17,52.0,52.900002,50.814999,52.005001,28.961187,4741790.0
2005-01-18,52.790001000000004,52.790001000000004,50.0,51.355,28.599207,5000060.0
2005-01-19,51.77,52.5,50.955002,51.889998999999996,28.897147999999998,4517460.0
2005-01-20,51.099998,52.099998,50.0,51.134997999999996,28.47669,10908070.0
2005-01-24,51.389998999999996,51.389998999999996,48.599998,49.134997999999996,27.362907,8397760.0
2005-01-25,52.5,53.939999,49.209998999999996,52.060001,28.991821,10062480.0
2005-01-27,52.224998,54.799999,51.799999,53.764998999999996,29.941323999999998,12111540.0
2005-01-28,53.764998999999996,54.880001,52.724998,53.985001000000004,30.063845,4875880.0
2005-01-31,53.650002,57.0,53.5,56.459998999999996,31.442144,6678540.0
2005-02-01,56.599998,56.875,55.025002,56.014998999999996,31.194329999999997,3864030.0
2005-02-02,56.494999,56.494999,55.299999,55.860001000000004,31.108010999999998,2302470.0
2005-02-03,55.900002,57.5,55.700001,57.349998,31.937778,4041190.0
2005-02-04,57.0,57.900002,56.305,56.715,31.584152000000003,1789170.0
2005-02-07,56.525002,57.5,55.205002,56.174999,31.283428000000004,1201250.0
2005-02-08,55.799999,57.5,55.705002,57.044998,31.767927,1757160.0
2005-02-09,57.200001,58.990002000000004,57.0,58.810001,32.750847,3017540.0
2005-02-10,59.0,59.0,57.509997999999996,57.950001,32.271915,1707700.0
2005-02-11,57.994999,57.994999,56.799999,57.5,32.021316999999996,2430360.0
2005-02-14,56.240002000000004,57.825001,56.240002000000004,56.865002000000004,31.667690000000004,3129960.0
2005-02-15,57.5,57.799999,56.009997999999996,56.25,31.325196999999996,3171500.0
2005-02-16,56.5,57.299999,55.700001,56.200001,31.297352000000004,4369080.0
2005-02-17,56.0,56.360001000000004,55.509997999999996,55.830002,31.091309000000003,1507400.0
2005-02-18,56.195,56.700001,56.0,56.419998,31.419871999999998,1616930.0
2005-02-21,56.889998999999996,56.889998999999996,55.424999,56.049999,31.213825,3108700.0
2005-02-22,55.599998,56.5,55.599998,56.060001,31.219387,1732660.0
2005-02-23,56.0,56.080002,55.41,55.810001,31.080168,3099060.0
2005-02-24,56.375,57.825001,55.904999,57.599998,32.077003000000005,3356420.0
2005-02-25,57.595001,57.595001,56.209998999999996,57.014998999999996,31.751215000000002,1620480.0
2005-02-28,57.685001,59.985001000000004,57.125,58.73,32.706295000000004,7445430.0
2005-03-01,58.700001,58.700001,57.314999,57.755001,32.163319,4230160.0
2005-03-02,58.200001,58.200001,57.0,57.674999,32.118771,1960670.0
2005-03-03,57.990002000000004,58.0,57.43,57.610001000000004,32.082573,2311850.0
2005-03-04,57.900002,59.68,57.715,58.59,32.628322999999995,3281070.0
2005-03-07,59.200001,60.5,58.900002,60.115002000000004,33.477585,4052900.0
2005-03-08,60.299999,62.5,60.299999,61.419998,34.20433,5478980.0
2005-03-09,61.895,62.5,61.025002,62.415001000000004,34.758446,3192680.0
2005-03-10,62.014998999999996,62.860001000000004,61.224998,61.540001000000004,34.271167999999996,2286140.0
2005-03-11,62.0,62.0,60.615002000000004,60.970001,33.953732,2609800.0
2005-03-14,60.970001,61.200001,60.099998,60.27,33.563904,2439160.0
2005-03-15,60.290001000000004,60.290001000000004,58.200001,59.389998999999996,33.073837,1237030.0
2005-03-16,59.490002000000004,60.400002,58.400002,59.415001000000004,33.087765000000005,1844750.0
2005-03-17,59.299999,59.299999,57.099998,57.240002000000004,31.876524,3770730.0
2005-03-18,57.200001,57.395,56.209998999999996,56.59,31.514540000000004,1568190.0
2005-03-21,56.990002000000004,57.0,55.599998,55.919998,31.141417999999998,1503850.0
2005-03-22,55.005001,55.599998,54.555,55.174999,30.726540000000004,2122970.0
2005-03-23,55.0,55.0,52.299999,53.165001000000004,29.607187,4119130.0
2005-03-24,60.400002,60.400002,50.799999,51.945,28.927773,4205570.0
2005-03-28,52.900002,53.98,52.645,53.294998,29.679581,1043870.0
2005-03-29,53.400002,54.5,52.505001,53.695,29.902334000000003,1633830.0
2005-03-30,53.5,53.790001000000004,52.605,53.325001,29.696289,4288490.0
2005-03-31,53.889998999999996,54.990002000000004,53.52,54.485001000000004,30.342287,2229640.0
2005-04-01,54.599998,55.700001,54.099998,55.154999,30.715403000000002,1679830.0
2005-04-04,55.200001,55.389998999999996,54.025002,55.220001,30.7516,1266340.0
2005-04-05,55.700001,56.200001,53.705002,53.994999,30.069409999999998,1920270.0
2005-04-06,53.625,55.700001,53.625,55.334998999999996,30.815647,2126860.0
2005-04-07,56.0,56.695,55.849998,56.314999,31.361390999999998,2544620.0
2005-04-08,56.395,56.5,53.799999,54.665001000000004,30.442529999999998,2427150.0
2005-04-11,56.779999,56.779999,54.505001,55.705002,31.021690000000003,2087170.0
2005-04-12,55.900002,55.994999,55.0,55.849998,31.10244,1226360.0
2005-04-13,56.5,57.349998,55.700001,56.145,31.266731,5014430.0
2005-04-15,56.099998,56.169998,53.299999,53.855,29.991442,2801830.0
2005-04-18,53.439999,53.439999,51.610001000000004,52.035,28.977891999999997,4476620.0
2005-04-19,53.0,53.5,52.654999,53.130001,29.587698,2845560.0
2005-04-20,52.224998,54.599998,52.224998,54.075001,30.113962,3143910.0
2005-04-21,63.224998,63.224998,52.5,54.575001,30.392401,1442560.0
2005-04-22,56.290001000000004,56.290001000000004,53.52,54.02,30.083332000000002,1433530.0
2005-04-25,54.5,54.5,53.514998999999996,54.0,30.072190999999997,1414290.0
2005-04-26,54.09,54.369999,53.630001,53.865002000000004,29.997009000000002,1459550.0
2005-04-27,53.105,54.080002,53.105,53.744999,29.93018,1023820.0
2005-04-28,53.700001,54.400002,52.525002,53.985001000000004,30.063845,2295090.0
2005-04-29,53.639998999999996,54.025002,52.299999,53.5,29.793743,2036800.0
2005-05-02,53.5,54.025002,53.5,53.974998,30.058267999999998,1003030.0
2005-05-03,53.900002,54.189999,53.705002,54.029999,30.088902,2206630.0
2005-05-04,53.445,54.0,53.25,53.915001000000004,30.024851,747190.0
2005-05-05,54.400002,55.490002000000004,54.400002,54.654999,30.436956,2677090.0
2005-05-06,54.674999,54.674999,53.650002,54.095001,30.125095,1448770.0
2005-05-09,44.799999,55.48,44.799999,54.025002,30.086116999999998,4351770.0
2005-05-10,54.009997999999996,54.494999,53.5,54.075001,30.113962,2217750.0
2005-05-11,53.375,53.700001,52.799999,53.5,29.793743,3011760.0
2005-05-12,53.5,53.990002000000004,52.715,52.935001,29.479098999999998,4252370.0
2005-05-13,52.700001,53.549999,52.700001,53.299999,29.682367,2676810.0
2005-05-16,53.900002,54.200001,53.450001,53.959998999999996,30.049919,1187710.0
2005-05-17,55.48,55.48,53.5,53.68,29.89398,494240.0
2005-05-18,53.689999,53.700001,52.849998,53.494999,29.790956,2217250.0
2005-05-19,54.48,54.5,53.900002,54.310001,30.244831,1979140.0
2005-05-20,53.610001000000004,54.395,53.599998,53.764998999999996,29.941323999999998,504560.0
2005-05-23,53.799999,55.25,53.799999,54.994999,30.626303000000004,1087860.0
2005-05-24,55.009997999999996,55.384997999999996,53.5,54.650002,30.434168,711110.0
2005-05-25,54.720001,54.720001,53.715,54.025002,30.086116999999998,1429890.0
2005-05-26,54.080002,54.485001000000004,53.035,53.794998,32.680103,4656050.0
2005-05-27,53.849998,54.369999,53.605,54.064999,32.844128000000005,2030150.0
2005-05-30,53.82,54.200001,53.299999,54.02,32.816798999999996,914290.0
2005-05-31,54.400002,54.400002,53.400002,53.955002,32.777309,1860770.0
2005-06-01,54.150002,54.25,53.400002,53.595001,32.558609000000004,1681810.0
2005-06-02,54.200001,54.314999,53.625,53.974998,32.789455,1491210.0
2005-06-03,54.0,54.700001,53.549999,54.580002,33.156985999999996,1653760.0
2005-06-06,54.349998,55.700001,54.115002000000004,55.325001,33.609581,2345180.0
2005-06-07,55.325001,59.994999,54.799999,58.834998999999996,35.741871,5501720.0
2005-06-08,59.200001,59.48,58.200001,58.584998999999996,35.590004,3545220.0
2005-06-09,58.799999,58.849998,57.5,57.91,35.179943,2000680.0
2005-06-10,58.0,58.900002,57.0,57.630001,35.009846,3302450.0
2005-06-13,58.400002,58.5,56.82,58.23,35.374344,1601210.0
2005-06-14,58.400002,59.490002000000004,58.200001,59.349998,36.054737,2422830.0
2005-06-15,60.709998999999996,60.709998999999996,58.0,59.115002000000004,35.911976,2332550.0
2005-06-16,59.200001,59.900002,59.0,59.544998,36.173199,16902140.0
2005-06-17,60.0,60.099998,58.799999,59.715,36.276474,1969830.0
2005-06-20,59.974998,60.0,59.310001,59.860001000000004,36.364559,2239620.0
2005-06-21,59.549999,60.5,59.215,60.259997999999996,36.607555,3704950.0
2005-06-22,60.389998999999996,60.389998999999996,58.505001,59.005001,35.845146,2354190.0
2005-06-23,59.84,59.84,57.5,58.055,35.26804,2488640.0
2005-06-24,58.5,58.735001000000004,57.310001,58.244999,35.383446,1706020.0
2005-06-27,58.0,60.34,58.0,59.965,36.428349,3216400.0
2005-06-28,59.785,59.785,58.224998,59.0,35.842117,1771690.0
2005-06-29,59.470001,60.990002000000004,59.0,60.16,36.546803000000004,6495530.0
2005-06-30,60.16,64.29499799999999,60.16,63.605,38.639618,11638930.0
2005-07-01,61.625,62.5,61.299999,61.805,37.546127,2249930.0
2005-07-04,62.294998,63.5,62.0,63.195,38.390545,2238610.0
2005-07-05,61.224998,63.990002000000004,53.790001000000004,63.310001,38.460415000000005,1476640.0
2005-07-06,63.299999,65.0,62.720001,64.654999,39.277489,2335230.0
2005-07-07,64.510002,66.199997,63.400002,64.055,38.912991,6522690.0
2005-07-08,64.400002,65.400002,64.224998,65.18,39.596424,1537450.0
2005-07-11,65.550003,66.900002,65.5,66.394997,40.334522,2226590.0
2005-07-12,66.300003,67.0,64.815002,65.805,39.976105,3300020.0
2005-07-13,65.800003,65.800003,63.700001,64.285004,39.052715,3490020.0
2005-07-14,64.285004,65.5,62.900002,64.519997,39.195473,6839700.0
2005-07-15,64.5,64.5,62.709998999999996,63.060001,38.30854,2503180.0
2005-07-18,63.299999,63.799999,62.400002,62.775002,38.135399,5076050.0
2005-07-19,63.5,64.0,63.139998999999996,63.974998,38.864388,2455090.0
2005-07-20,64.300003,67.5,63.650002,64.139999,38.964634000000004,2777350.0
2005-07-21,64.489998,64.885002,61.224998,64.160004,38.976784,804090.0
2005-07-22,63.700001,64.980003,61.325001,64.849998,39.395943,6066580.0
2005-07-25,64.769997,69.5,64.769997,67.464996,40.984547,13101450.0
2005-07-26,67.5,68.800003,67.400002,67.824997,41.203243,7742350.0
2005-07-27,68.0,71.599998,66.735001,70.519997,42.840431,6774770.0
2005-07-29,70.0,73.0,68.004997,69.945,42.491127,21877180.0
2005-08-01,68.989998,69.599998,67.0,67.650002,41.096931,3061880.0
2005-08-02,68.0,68.195,66.550003,66.900002,40.641312,3313510.0
2005-08-03,67.110001,68.900002,67.0,67.675003,41.112122,5647190.0
2005-08-04,74.0,74.0,67.699997,68.449997,41.58292,2040050.0
2005-08-05,68.690002,69.0,67.110001,67.415001,40.95417,2274820.0
